"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Tsuruya Open ",4447,2010-04-25,"Japan Golf Tour",NA,NA,2016-01-28
"The Crowns ",4448,2010-05-02,"Japan Golf Tour",NA,NA,2016-01-28
"Japan PGA Championship Nissin Cupnoodle Cup ",4449,2010-05-16,"Japan Golf Tour",NA,NA,2016-01-28
"Diamond Cup Golf ",4450,2010-05-30,"Japan Golf Tour",NA,NA,2016-01-28
"Japan Golf Tour Championship ShishidoHills ",4451,2010-06-06,"Japan Golf Tour",NA,NA,2016-01-28
"Gate Way To The Open Mizuno Open Yomiuri Classic ",4453,2010-06-27,"Japan Golf Tour",NA,NA,2016-01-28
"TOSHIN GOLF TOURNAMENT IN LakeWood ",4454,2010-07-04,"Japan Golf Tour",NA,NA,2016-01-28
"The Championship by LEXUS ",4455,2010-07-11,"Japan Golf Tour",NA,NA,2016-01-28
"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup ",4457,2010-07-25,"Japan Golf Tour",NA,NA,2016-01-28
"Sun Chlorella Classic ",4458,2010-08-01,"Japan Golf Tour",NA,NA,2016-01-28
"Kansai Open Golf Championship ",4461,2010-08-22,"Japan Golf Tour",NA,NA,2016-01-28
"Vana H Cup KBC Augusta ",4462,2010-08-29,"Japan Golf Tour",NA,NA,2016-01-28
"Fujisankei Classic ",4463,2010-09-05,"Japan Golf Tour",NA,NA,2016-01-28
"ANA Open ",4464,2010-09-19,"Japan Golf Tour",NA,NA,2016-01-28
"Asia-Pacific Panasonic Open ",4465,2010-09-26,"Asian Tour","Japan Golf Tour",NA,2016-01-28
"Coca-Cola Tokai Classic ",4466,2010-10-03,"Japan Golf Tour",NA,NA,2016-01-28
"Canon Open ",4467,2010-10-10,"Japan Golf Tour",NA,NA,2016-01-28
"Japan Open Golf Championship ",4468,2010-10-17,"Japan Golf Tour",NA,NA,2016-01-28
"Bridgestone Open ",4469,2010-10-24,"Japan Golf Tour",NA,NA,2016-01-28
"Mynavi ABC Championship ",4470,2010-10-31,"Japan Golf Tour",NA,NA,2016-01-28
"Mitsui Sumitomo VISA Taiheiyo Masters ",4471,2010-11-14,"Japan Golf Tour",NA,NA,2016-01-28
"Dunlop Phoenix ",4472,2010-11-21,"Japan Golf Tour",NA,NA,2016-01-28
"Casio World Open ",4473,2010-11-28,"Japan Golf Tour",NA,NA,2016-01-28
"Golf Nippon Series JT Cup ",4474,2010-12-05,"Japan Golf Tour",NA,NA,2016-01-28
"Panama CLARO Championship",4475,2010-02-28,"Web.com Tour",NA,NA,2016-01-28
"Chitimacha Louisiana Open",4479,2010-03-28,"Web.com Tour",NA,NA,2016-01-28
"Fresh Express Classic at TPC Stonebrae",4480,2010-04-18,"Web.com Tour",NA,NA,2016-01-28
"South Georgia Classic Pres'd by First State Bank and Trust Company",4481,2010-04-25,"Web.com Tour",NA,NA,2016-01-28
"Stadion Athens Classic at UGA",4482,2010-05-02,"Web.com Tour",NA,NA,2016-01-28
"Melwood Prince George's County Open",4484,2010-06-06,"Web.com Tour",NA,NA,2016-01-28
"Fort Smith Classic",4486,2010-06-20,"Web.com Tour",NA,NA,2016-01-28
"Mexico Open Bicentenary",4487,2010-06-27,"Web.com Tour",NA,NA,2016-01-28
"Cox Classic Presented by Lexus of Omaha",4490,2010-08-01,"Web.com Tour",NA,NA,2016-01-28
"Preferred Health Systems Wichita Open",4491,2010-08-08,"Web.com Tour",NA,NA,2016-01-28
"Price Cutter Charity Championship Presented by Dr Pepper",4492,2010-08-15,"Web.com Tour",NA,NA,2016-01-28
"Knoxville News Sentinel Open",4494,2010-08-29,"Web.com Tour",NA,NA,2016-01-28
"Mylan Classic presented by CONSOL Energy",4495,2010-09-05,"Web.com Tour",NA,NA,2016-01-28
"Utah Championship Presented by Utah Sports Commission",4496,2010-09-12,"Web.com Tour",NA,NA,2016-01-28
"Albertsons Boise Open Pres'd by Kraft",4497,2010-09-19,"Web.com Tour",NA,NA,2016-01-28
"WNB Golf Classic",4498,2010-09-26,"Web.com Tour",NA,NA,2016-01-28
"Soboba Golf Classic",4499,2010-10-03,"Web.com Tour",NA,NA,2016-01-28
"Chattanooga Classic Presented by Black Creek",4500,2010-10-10,"Web.com Tour",NA,NA,2016-01-28
"Miccosukee Championship",4501,2010-10-17,"Web.com Tour",NA,NA,2016-01-28
"Winn-Dixie Jacksonville Open Presented by Planters",4502,2010-10-24,"Web.com Tour",NA,NA,2016-01-28
"Nationwide Tour Championship at Daniel Island",4503,2010-10-31,"Web.com Tour",NA,NA,2016-01-28
"SBS Championship",4504,2010-01-10,"PGA Tour",NA,NA,2016-01-28
"Sony Open in Hawaii",4505,2010-01-17,"PGA Tour",NA,NA,2016-01-28
"Bob Hope Classic",4506,2010-01-24,"PGA Tour",NA,NA,2016-01-28
"Farmers Insurance Open",4507,2010-01-31,"PGA Tour",NA,NA,2016-01-28
"Northern Trust Open",4508,2010-02-07,"PGA Tour",NA,NA,2016-01-28
"AT&T Pebble Beach National Pro-Am",4509,2010-02-14,"PGA Tour",NA,NA,2016-01-28
"Mayakoba Golf Classic at Riviera Maya-Cancun",4510,2010-02-21,"PGA Tour",NA,NA,2016-01-28
"Waste Management Phoenix Open",4512,2010-02-28,"PGA Tour",NA,NA,2016-01-28
"The Honda Classic",4513,2010-03-07,"PGA Tour",NA,NA,2016-01-28
"Puerto Rico Open presented by Banco Popular",4514,2010-03-14,"PGA Tour",NA,NA,2016-01-28
"Transitions Championship",4516,2010-03-21,"PGA Tour",NA,NA,2016-01-28
"Arnold Palmer Invitational presented by MasterCard",4517,2010-03-28,"PGA Tour",NA,NA,2016-01-28
"Shell Houston Open",4518,2010-04-04,"PGA Tour",NA,NA,2016-01-28
"MASTERS TOURNAMENT",4519,2010-04-11,"Major Championship",NA,NA,2016-01-28
"Verizon Heritage",4520,2010-04-18,"PGA Tour",NA,NA,2016-01-28
"Zurich Classic of New Orleans",4521,2010-04-25,"PGA Tour",NA,NA,2016-01-28
"Quail Hollow Championship",4522,2010-05-02,"PGA Tour",NA,NA,2016-01-28
"THE PLAYERS Championship",4523,2010-05-09,"PGA Tour",NA,NA,2016-01-28
"Valero Texas Open",4524,2010-05-16,"PGA Tour",NA,NA,2016-01-28
"HP Byron Nelson Championship",4525,2010-05-23,"PGA Tour",NA,NA,2016-01-28
"Crowne Plaza Invitational at Colonial",4526,2010-05-30,"PGA Tour",NA,NA,2016-01-28
"the Memorial Tournament presented by Morgan Stanley",4527,2010-06-06,"PGA Tour",NA,NA,2016-01-28
"St. Jude Classic",4528,2010-06-13,"PGA Tour",NA,NA,2016-01-28
"Travelers Championship",4530,2010-06-27,"PGA Tour",NA,NA,2016-01-28
"AT&T National",4531,2010-07-04,"PGA Tour",NA,NA,2016-01-28
"John Deere Classic",4532,2010-07-11,"PGA Tour",NA,NA,2016-01-28
"Reno-Tahoe Open",4533,2010-07-18,"PGA Tour",NA,NA,2016-01-28
"The Greenbrier Classic",4535,2010-08-01,"PGA Tour",NA,NA,2016-01-28
"Turning Stone Resort Championship",4536,2010-08-08,"PGA Tour",NA,NA,2016-01-28
"Wyndham Championship",4539,2010-08-22,"PGA Tour",NA,NA,2016-01-28
"The Barclays",4540,2010-08-29,"PGA Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",4541,2010-09-05,"PGA Tour",NA,NA,2016-01-28
"BMW Championship",4542,2010-09-12,"PGA Tour",NA,NA,2016-01-28
"THE TOUR Championship presented by Coca Cola",4543,2010-09-26,"PGA Tour",NA,NA,2016-01-28
"Viking Classic",4544,2010-10-03,"PGA Tour",NA,NA,2016-01-28
"Frys.com Open",4545,2010-10-17,"PGA Tour",NA,NA,2016-01-28
"Justin Timberlake Shriners Hospitals for Children Open",4546,2010-10-24,"PGA Tour",NA,NA,2016-01-28
"Children's Miracle Network Classic",4547,2010-11-14,"PGA Tour",NA,NA,2016-01-28
"Abu Dhabi Golf Championship",4548,2010-01-24,"European Tour",NA,NA,2016-01-28
"Commercialbank Qatar Masters presented by Dolphin Energy",4549,2010-01-31,"European Tour",NA,NA,2016-01-28
"Omega Dubai Desert Classic",4550,2010-02-07,"European Tour",NA,NA,2016-01-28
"WGC - Accenture Match Play Championship",4551,2010-02-21,"WGC",NA,NA,2016-01-28
"WGC - CA Championship",4552,2010-03-14,"WGC",NA,NA,2016-01-28
"Hassan II Golf Trophy",4553,2010-03-21,"European Tour",NA,NA,2016-01-28
"Open de Andalucia de Golf",4554,2010-03-28,"European Tour",NA,NA,2016-01-28
"Estoril Open de Portugal",4555,2010-06-13,"European Tour",NA,NA,2016-01-28
"Madeira Islands Open BPI - Portugal",4556,2010-04-11,"European Tour",NA,NA,2016-01-28
"Volvo China Open",4557,2010-04-18,"European Tour","OneAsia Tour",NA,2016-01-28
"Open de Espana",4558,2010-05-02,"European Tour",NA,NA,2016-01-28
"BMW Italian Open",4559,2010-05-09,"European Tour",NA,NA,2016-01-28
"Open Cala Millor Mallorca",4560,2010-05-16,"European Tour",NA,NA,2016-01-28
"BMW PGA CHAMPIONSHIP",4561,2010-05-23,"European Tour",NA,NA,2016-01-28
"Madrid Masters",4562,2010-05-30,"European Tour",NA,NA,2016-01-28
"The Celtic Manor Wales Open",4563,2010-06-06,"European Tour",NA,NA,2016-01-28
"U.S. OPEN CHAMPIONSHIP",4565,2010-06-20,"Major Championship",NA,NA,2016-01-28
"SAINT-OMER OPEN presented by Neuflize OBC",4566,2010-06-20,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW International Open",4567,2010-06-27,"European Tour",NA,NA,2016-01-28
"Alstom Open de France",4568,2010-07-04,"European Tour",NA,NA,2016-01-28
"The Barclays Scottish Open",4569,2010-07-11,"European Tour",NA,NA,2016-01-28
"THE 139th OPEN CHAMPIONSHIP",4570,2010-07-18,"Major Championship",NA,NA,2016-01-28
"Nordea Scandinavian Masters",4571,2010-07-25,"European Tour",NA,NA,2016-01-28
"3 Irish Open",4572,2010-08-01,"European Tour",NA,NA,2016-01-28
"WGC - Bridgestone Invitational",4573,2010-08-08,"WGC",NA,NA,2016-01-28
"92nd PGA CHAMPIONSHIP",4574,2010-08-15,"Major Championship",NA,NA,2016-01-28
"Czech Open 2010",4575,2010-08-22,"European Tour",NA,NA,2016-01-28
"Johnnie Walker Championship at Gleneagles",4576,2010-08-29,"European Tour",NA,NA,2016-01-28
"KLM Open",4577,2010-09-12,"European Tour",NA,NA,2016-01-28
"Austrian GolfOpen",4578,2010-09-19,"European Tour",NA,NA,2016-01-28
"The Vivendi",4579,2010-09-26,"European Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",4580,2010-10-10,"European Tour",NA,NA,2016-01-28
"Portugal Masters",4581,2010-10-17,"European Tour",NA,NA,2016-01-28
"CASTELLO MASTERS Costa Azahar",4582,2010-10-24,"European Tour",NA,NA,2016-01-28
"Andalucia Masters",4583,2010-10-31,"European Tour",NA,NA,2016-01-28
"WGC - HSBC Champions",4584,2010-11-07,"WGC",NA,NA,2016-01-28
"DUBAI WORLD CHAMPIONSHIP",4585,2010-11-28,"European Tour",NA,NA,2016-01-28
"Australian Open",4593,2010-12-05,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Australian PGA Championship",4594,2010-12-12,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Abierto Internacional de Golf ‘Il Cope Antioquia’",4595,2010-02-21,"European Challenge Tour",NA,NA,2016-01-28
"Pacific Rubiales Bogota Open Presented by Samsung",4597,2010-03-07,"Web.com Tour",NA,NA,2016-01-28
"Kenya Open",4599,2010-03-28,"European Challenge Tour",NA,NA,2016-01-28
"Luxehills Chengdu Open",4600,2010-04-04,"OneAsia Tour",NA,NA,2016-01-28
"Air Bagan Myanmar Open presented by IBTC",4601,2010-04-11,"Asian Tour",NA,NA,2016-01-28
"Africom Zimbabwe Open",4602,2010-04-25,"Sunshine Tour",NA,NA,2016-01-28
"Turkish Airlines Challenge hosted by Carya Golf Club",4603,2010-05-02,"European Challenge Tour",NA,NA,2016-01-28
"GS Caltex Maekyung Open Golf Championship",4604,2010-05-09,"OneAsia Tour",NA,NA,2016-01-28
"ALLIANZ Open Cotes d'Armor Bretagne",4605,2010-05-09,"European Challenge Tour",NA,NA,2016-01-28
"BMW Charity Pro-Am",4606,2010-05-16,"Web.com Tour",NA,NA,2016-01-28
"SK Telecom Open",4607,2010-05-23,"OneAsia Tour",NA,NA,2016-01-28
"Rex Hospital Open",4608,2010-05-23,"Web.com Tour",NA,NA,2016-01-28
"Mugello Tuscany Open",4609,2010-05-23,"European Challenge Tour",NA,NA,2016-01-28
"Telenet Trophy",4610,2010-05-30,"European Challenge Tour",NA,NA,2016-01-28
"Karnten Golf Open by Markus Brier Foundation",4611,2010-06-06,"European Challenge Tour",NA,NA,2016-01-28
"Scottish Hydro Challenge",4612,2010-06-13,"European Challenge Tour",NA,NA,2016-01-28
"Moroccan Golf Classic",4613,2010-06-20,"European Challenge Tour",NA,NA,2016-01-28
"Queen's Cup",4614,2010-06-20,"Asian Tour",NA,NA,2016-01-28
"Fred Olsen Challenge de España",4616,2010-06-27,"European Challenge Tour",NA,NA,2016-01-28
"The Princess",4617,2010-07-04,"European Challenge Tour",NA,NA,2016-01-28
"Indonesian Open presented by Enjoy Jakarta",4618,2010-07-04,"OneAsia Tour",NA,NA,2016-01-28
"ALLIANZ Golf Open de Lyon",4619,2010-07-11,"European Challenge Tour",NA,NA,2016-01-28
"Credit Suisse Challenge",4620,2010-07-18,"European Challenge Tour",NA,NA,2016-01-28
"Chiquita Classic",4621,2010-07-18,"Web.com Tour",NA,NA,2016-01-28
"English Challenge",4622,2010-07-25,"European Challenge Tour",NA,NA,2016-01-28
"Nationwide Children's Hospital Invitational",4623,2010-07-25,"Web.com Tour",NA,NA,2016-01-28
"Rolex Trophy",4624,2010-08-15,"European Challenge Tour",NA,NA,2016-01-28
"ECCO Tour Championship",4625,2010-08-22,"European Challenge Tour",NA,NA,2016-01-28
"Thailand Open",4626,2010-08-29,"OneAsia Tour",NA,NA,2016-01-28
"SWALEC Wales Challenge",4627,2010-08-29,"European Challenge Tour",NA,NA,2016-01-28
"ALLIANZ Europen Strasbourg-Golf de la Wantzenau",4628,2010-09-05,"European Challenge Tour",NA,NA,2016-01-28
"Kazakhstan Open",4629,2010-09-12,"European Challenge Tour",NA,NA,2016-01-28
"Handa Singapore Classic",4630,2010-09-12,"Asian Tour",NA,NA,2016-01-28
"M2M Russian Challenge Cup",4631,2010-09-19,"European Challenge Tour",NA,NA,2016-01-28
"Yeangder Tournament Players Championship",4632,2010-09-19,"Asian Tour",NA,NA,2016-01-28
"McGladrey Classic",4634,2010-10-10,"PGA Tour",NA,NA,2016-01-28
"ALLIANZ Golf Open du Grand Toulouse",4635,2010-10-10,"European Challenge Tour",NA,NA,2016-01-28
"Kolon Korea Open",4636,2010-10-10,"OneAsia Tour",NA,NA,2016-01-28
"Roma Golf Open 2010 presented by REZZA",4637,2010-10-17,"European Challenge Tour",NA,NA,2016-01-28
"Midea China Classic",4638,2010-10-17,"OneAsia Tour",NA,NA,2016-01-28
"Egyptian Open presented by SODIC",4639,2010-10-24,"European Challenge Tour",NA,NA,2016-01-28
"Apulia San Domenico Grand Final",4640,2010-10-31,"European Challenge Tour",NA,NA,2016-01-28
"Nashua Masters",4641,2010-11-07,"Sunshine Tour",NA,NA,2016-01-28
"Desert Dunes Classic",4642,2010-11-07,"PGA Tour Canada",NA,NA,2016-01-28
"JBWere Masters",4643,2010-11-14,"PGA Tour Australasia",NA,NA,2016-01-28
"Chevron World Challenge",4644,2010-12-05,"PGA Tour",NA,NA,2016-01-28
"Nedbank Golf Challenge",4645,2010-12-05,"Sunshine Tour",NA,NA,2016-01-28
"Alfred Dunhill Championship",4646,2010-12-12,"Sunshine Tour","European Tour",NA,2016-01-28
"South African Open Championship",4647,2010-12-19,"Sunshine Tour","European Tour",NA,2016-01-28
"Abu Dhabi HSBC Golf Championship",4648,2011-01-23,"European Tour",NA,NA,2016-01-28
"Volvo Golf Champions",4649,2011-01-30,"European Tour",NA,NA,2016-01-28
"Commercialbank Qatar Masters presented by Dolphin Energy",4650,2011-02-06,"European Tour",NA,NA,2016-01-28
"Omega Dubai Desert Classic",4651,2011-02-13,"European Tour",NA,NA,2016-01-28
"Sicilian Open",4652,2011-03-20,"European Tour",NA,NA,2016-01-28
"Open de Andalucia de Golf",4653,2011-03-27,"European Tour",NA,NA,2016-01-28
"Trophee Hassan II",4654,2011-04-03,"European Tour",NA,NA,2016-01-28
"Open de Espana",4655,2011-05-08,"European Tour",NA,NA,2016-01-28
"Iberdrola Open",4656,2011-05-15,"European Tour",NA,NA,2016-01-28
"Volvo World Match Play Championship",4657,2011-05-22,"European Tour",NA,NA,2016-01-28
"Madeira Islands Open BPI",4658,2011-05-22,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW PGA Championship",4659,2011-05-29,"European Tour",NA,NA,2016-01-28
"The Celtic Manor Wales Open",4660,2011-06-05,"European Tour",NA,NA,2016-01-28
"BMW Italian Open",4661,2011-06-12,"European Tour",NA,NA,2016-01-28
"Saint-Omer Open presented by Neuflize Golf OBC",4662,2011-06-19,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW International Open",4663,2011-06-26,"European Tour",NA,NA,2016-01-28
"Alstom Open de France",4664,2011-07-03,"European Tour",NA,NA,2016-01-28
"The Barclays Scottish Open",4665,2011-07-10,"European Tour",NA,NA,2016-01-28
"The 140th OPEN CHAMPIONSHIP",4666,2011-07-17,"Major Championship",NA,NA,2016-01-28
"Nordea Scandinavian Masters",4667,2011-07-24,"European Tour",NA,NA,2016-01-28
"Irish Open presented by Discover Ireland",4668,2011-07-31,"European Tour",NA,NA,2016-01-28
"Czech Open",4669,2011-08-21,"European Tour",NA,NA,2016-01-28
"Johnnie Walker Championship at Gleneagles",4670,2011-08-28,"European Tour",NA,NA,2016-01-28
"Omega European Masters",4671,2011-09-04,"Asian Tour","European Tour",NA,2016-01-28
"KLM Open",4672,2011-09-11,"European Tour",NA,NA,2016-01-28
"Austrian Golf Open",4674,2011-09-25,"European Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",4675,2011-10-02,"European Tour",NA,NA,2016-01-28
"Madrid Masters",4676,2011-10-09,"European Tour",NA,NA,2016-01-28
"Portugal Masters",4677,2011-10-16,"European Tour",NA,NA,2016-01-28
"Castello Masters Costa Azahar",4678,2011-10-23,"European Tour",NA,NA,2016-01-28
"Andaluciá Masters",4679,2011-10-30,"European Tour",NA,NA,2016-01-28
"Dubai World Championship",4680,2011-12-11,"European Tour",NA,NA,2016-01-28
"Avantha Masters",4681,2011-02-20,"Asian Tour","European Tour",NA,2016-01-28
"SAIL Open",4682,2011-03-27,"Asian Tour",NA,NA,2016-01-28
"Maybank Malaysian Open",4683,2011-04-17,"Asian Tour","European Tour",NA,2016-01-28
"Indonesian Masters",4684,2011-04-24,"Asian Tour",NA,NA,2016-01-28
"Ballantine's Championship",4685,2011-05-01,"Asian Tour","European Tour","Korean Golf Tour",2016-01-28
"ICTSI Phillipine Open",4686,2011-05-15,"Asian Tour",NA,NA,2016-01-28
"Worldwide Holdings Selangor Masters",4688,2011-07-24,"Asian Tour",NA,NA,2016-01-28
"Yeangder Tournament Players Championship",4691,2011-10-09,"Asian Tour",NA,NA,2016-01-28
"CIMB Asia Pacific Classic",4692,2011-10-30,"Asian Tour","PGA Tour",NA,2016-01-28
"Mercuries Taiwan Masters",4693,2011-11-06,"Asian Tour",NA,NA,2016-01-28
"World Golf Championships - HSBC Champions",4694,2011-11-06,"WGC",NA,NA,2016-01-28
"Barclays Singapore Open",4695,2011-11-13,"Asian Tour","European Tour",NA,2016-01-28
"Iskandar Johor Open",4696,2011-11-20,"Asian Tour","European Tour",NA,2016-01-28
"UBS Hong Kong Open",4699,2011-12-04,"Asian Tour","European Tour",NA,2016-01-28
"Thailand Golf Championship",4701,2011-12-18,"Asian Tour",NA,NA,2016-01-28
"Indonesia Championship",4702,2011-03-27,"OneAsia Tour",NA,NA,2016-01-28
"Volvo China Open",4703,2011-04-24,"European Tour","OneAsia Tour",NA,2016-01-28
"Maekyung Open",4704,2011-05-08,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Volvik Gunsan C.C Open",4705,2011-05-15,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"SK Telecom Open",4706,2011-05-22,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Thailand open",4707,2011-06-12,"OneAsia Tour",NA,NA,2016-01-28
"Indonesia Open presented by Enjoy Jakarta",4708,2011-07-17,"OneAsia Tour",NA,NA,2016-01-28
"Kolon Korea Open",4709,2011-10-09,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Australian Open",4712,2011-11-13,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Australian PGA Championship",4713,2011-11-27,"PGA Tour Australasia","OneAsia Tour",NA,2016-01-28
"Africa Open",4715,2011-01-09,"Sunshine Tour","European Tour",NA,2016-01-28
"Joburg Open",4716,2011-01-16,"Sunshine Tour","European Tour",NA,2016-01-28
"Africom Zimbabwe Open",4717,2011-01-30,"Sunshine Tour",NA,NA,2016-01-28
"Dimension Data pro-Am",4718,2011-02-20,"Sunshine Tour",NA,NA,2016-01-28
"Telkom PGA Championship",4719,2011-02-27,"Sunshine Tour",NA,NA,2016-01-28
"Hyundai Tournament of Champions",4720,2011-01-09,"PGA Tour",NA,NA,2016-01-28
"Sony Open in Hawaii",4721,2011-01-16,"PGA Tour",NA,NA,2016-01-28
"Bob Hope Classic",4722,2011-01-23,"PGA Tour",NA,NA,2016-01-28
"Farmers Insurance Open",4723,2011-01-30,"PGA Tour",NA,NA,2016-01-28
"Waste Management Phoenix Open",4724,2011-02-06,"PGA Tour",NA,NA,2016-01-28
"AT&T Pebble Beach National Pro-Am",4725,2011-02-13,"PGA Tour",NA,NA,2016-01-28
"Northern Trust Open",4726,2011-02-20,"PGA Tour",NA,NA,2016-01-28
"Mayakoba Golf Classic at Riviera Maya-Cancun",4727,2011-02-27,"PGA Tour",NA,NA,2016-01-28
"World Golf Championships - Accenture Match Play Championship",4728,2011-02-27,"WGC",NA,NA,2016-01-28
"The Honda Classic",4729,2011-03-06,"PGA Tour",NA,NA,2016-01-28
"Puerto Rico Open presented by seepuertorico.com",4730,2011-03-13,"PGA Tour",NA,NA,2016-01-28
"World Golf Championships - Cadillac Championship",4731,2011-03-13,"WGC",NA,NA,2016-01-28
"Transitions Championsip",4732,2011-03-20,"PGA Tour",NA,NA,2016-01-28
"Arnold Palmer Invitational presented by MasterCard",4733,2011-03-27,"PGA Tour",NA,NA,2016-01-28
"Shell Houston Open",4734,2011-04-03,"PGA Tour",NA,NA,2016-01-28
"MASTERS TOURNAMENT",4735,2011-04-10,"Major Championship",NA,NA,2016-01-28
"Valero Texas Open",4736,2011-04-17,"PGA Tour",NA,NA,2016-01-28
"The Heritage",4737,2011-04-24,"PGA Tour",NA,NA,2016-01-28
"Zurich Classic of New Orleans",4738,2011-05-01,"PGA Tour",NA,NA,2016-01-28
"Wells Fargo Championship",4739,2011-05-08,"PGA Tour",NA,NA,2016-01-28
"The Players Championsip",4740,2011-05-15,"PGA Tour",NA,NA,2016-01-28
"Crowne Plaza Invitational at Colonial",4741,2011-05-22,"PGA Tour",NA,NA,2016-01-28
"HP Byron Nelson Championship",4742,2011-05-29,"PGA Tour",NA,NA,2016-01-28
"the Memorial Tournament presented by Nationwide Insurance",4743,2011-06-05,"PGA Tour",NA,NA,2016-01-28
"FedEx St. Jude Classic",4744,2011-06-12,"PGA Tour",NA,NA,2016-01-28
"U.S. OPEN CHAMPIONSHIP",4745,2011-06-19,"Major Championship",NA,NA,2016-01-28
"Travelers Championship",4746,2011-06-26,"PGA Tour",NA,NA,2016-01-28
"AT&T National",4747,2011-07-03,"PGA Tour",NA,NA,2016-01-28
"John Deere Classic",4748,2011-07-10,"PGA Tour",NA,NA,2016-01-28
"Viking Classic",4749,2011-07-17,"PGA Tour",NA,NA,2016-01-28
"RBC Canadian Open",4750,2011-07-24,"PGA Tour",NA,NA,2016-01-28
"The Greenbrier Classic",4751,2011-07-31,"PGA Tour",NA,NA,2016-01-28
"Reno-Tahoe Open",4752,2011-08-07,"PGA Tour",NA,NA,2016-01-28
"World Golf Championships - Bridgestone Invitational",4753,2011-08-07,"WGC",NA,NA,2016-01-28
"93rd PGA CHAMPIONSHIP",4754,2011-08-14,"Major Championship",NA,NA,2016-01-28
"Wyndham Championship",4755,2011-08-21,"PGA Tour",NA,NA,2016-01-28
"The Barclays",4756,2011-08-28,"PGA Tour",NA,NA,2016-01-28
