"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Thailand Golf Championship",6083,2015-12-13,"Asian Tour",NA,NA,2016-02-09
"Philippine Open presented by ICTSI",6084,2015-12-20,"Asian Tour",NA,NA,2016-02-09
"Boonchu Ruangkit Championship",6085,2015-12-27,"Asian Development Tour",NA,NA,2016-02-09
"Hyundai Tournament of Champions ",6086,2016-01-10,"PGA Tour",NA,NA,2016-02-09
"The BMW SA Open hosted by City of Ekurhuleni",6087,2016-01-10,"Sunshine Tour","European Tour",NA,2016-02-09
"Sony Open in Hawaii ",6089,2016-01-17,"PGA Tour",NA,NA,2016-02-09
"Joburg Open",6090,2016-01-17,"Sunshine Tour","European Tour",NA,2016-02-09
"CareerBuilder Challenge in partnership with the Clinton Foundation ",6092,2016-01-24,"PGA Tour",NA,NA,2016-02-15
"Abu Dhabi HSBC Golf Championship",6093,2016-01-24,"European Tour",NA,NA,2016-02-15
"Red Sea Egyptian Classic 2016",6094,2016-01-24,"ProGolf Tour",NA,NA,2016-02-15
"The Players Championship",6095,2016-01-24,"Asian Development Tour",NA,NA,2016-02-15
"Farmers Insurance Open ",6096,2016-01-31,"PGA Tour",NA,NA,2016-02-17
"Panama Claro Championship ",6097,2016-01-31,"Web.com Tour",NA,NA,2016-02-17
"Commercial Bank Qatar Masters",6098,2016-01-31,"European Tour",NA,NA,2016-02-17
"SMBC Singapore Open",6099,2016-01-31,"Asian Tour","Japan Golf Tour",NA,2016-02-17
"PGM CCM Rahman Putra Championship",6100,2016-01-31,"Asian Development Tour",NA,NA,2016-02-17
"Red Sea Ain Sokhna Classic 2016 ",6101,2016-01-31,"ProGolf Tour",NA,NA,2016-02-17
"Waste Management Phoenix Open ",6102,2016-02-07,"PGA Tour",NA,NA,2016-02-23
"Club Colombia Championship Presented by Claro ",6103,2016-02-07,"Web.com Tour",NA,NA,2016-02-23
"Omega Dubai Desert Classic",6104,2016-02-07,"European Tour",NA,NA,2016-02-23
"Oates Vic Open ",6105,2016-02-07,"PGA Tour Australasia",NA,NA,2016-02-23
"Leopalace21 Myanmar Open",6106,2016-02-07,"Asian Tour","Japan Golf Tour",NA,2016-02-23
"PGM UMW Championship",6107,2016-02-07,"Asian Development Tour",NA,NA,2016-02-23
"AT&T Pebble Beach Pro-Am ",6108,2016-02-14,"PGA Tour",NA,NA,2016-02-29
"Tshwane Open",6109,2016-02-14,"Sunshine Tour","European Tour",NA,2016-02-29
"Mercedes Benz Truck and Bus Victorian PGA Championship ",6110,2016-02-14,"PGA Tour Australasia",NA,NA,2016-02-29
"Bashundhara Bangladesh Open",6111,2016-02-14,"Asian Tour",NA,NA,2016-02-29
"2016 EIN Bay Open",6112,2016-02-14,"Alps Golf Tour",NA,NA,2016-02-29
"Open Ocean 2016",6113,2016-02-14,"ProGolf Tour",NA,NA,2016-02-29
"Northern Trust Open ",6114,2016-02-21,"PGA Tour",NA,NA,2016-02-29
"Maybank Championship Malaysia",6115,2016-02-21,"Asian Tour","European Tour",NA,2016-02-29
"Dimension Data Pro-Am",6116,2016-02-21,"Sunshine Tour",NA,NA,2016-02-29
"Open Tazegzout 2016",6118,2016-02-14,"ProGolf Tour",NA,NA,2016-02-29
"2016 Red Sea Little Venice Open",6119,2016-02-21,"Alps Golf Tour",NA,NA,2016-03-07
"The Honda Classic ",6120,2016-02-28,"PGA Tour",NA,NA,2016-03-14
"69 Avianca Colombia Open presentado por BBVA",6121,2016-02-28,"PGA Tour Latinoamerica",NA,NA,2016-03-14
"ISPS HANDA Perth International",6122,2016-02-28,"PGA Tour Australasia","Asian Tour","European Tour",2016-03-14
"Eye of Africa PGA Championship",6123,2016-02-28,"Sunshine Tour",NA,NA,2016-03-14
"Dreamland Pyramids Open",6124,2016-02-28,"Alps Golf Tour",NA,NA,2016-03-14
"PGM Northport Glenmarie Championship",6125,2016-02-28,"Asian Development Tour",NA,NA,2016-03-14
"Lumine Lakes Open",6126,2016-02-28,"Nordic Golf League",NA,NA,2016-03-14
"WGC - Cadillac Championship ",6127,2016-03-06,"WGC",NA,NA,2016-03-21
"Holden NZ PGA Championship",6128,2016-03-06,"PGA Tour Australasia",NA,NA,2016-03-21
"Lumine Hills Open",6129,2016-03-06,"Nordic Golf League",NA,NA,2016-03-21
"Valspar Championship ",6130,2016-03-13,"PGA Tour",NA,NA,2017-01-03
"True Thailand Classic",6131,2016-03-13,"Asian Tour","European Tour",NA,2017-01-03
"BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2017-01-03
"PGM Clearwater Championship",6133,2016-03-13,"Asian Development Tour",NA,NA,2017-01-03
"The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2017-01-03
"2016 Open Casa Green",6135,2016-03-13,"ProGolf Tour",NA,NA,2017-01-03
"Arnold Palmer Invitational presented by MasterCard ",6136,2016-03-20,"PGA Tour",NA,NA,2017-01-03
"Chitimacha Louisiana Open presented by NACHER ",6137,2016-03-20,"Web.com Tour",NA,NA,2017-01-03
"Lexus Panama Classic ",6138,2016-03-20,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Hero Indian Open",6139,2016-03-20,"Asian Tour","European Tour",NA,2017-01-03
"The Barclays Kenya Open",6140,2016-03-20,"European Challenge Tour",NA,NA,2017-01-03
"Coca-Cola QLD PGA Championship",6141,2016-03-20,"PGA Tour Australasia",NA,NA,2017-01-03
"Mediter Real Estate Masters",6142,2016-03-20,"Nordic Golf League",NA,NA,2017-01-03
"PGA Catalunya Championship",6143,2016-03-20,"Nordic Golf League",NA,NA,2017-01-03
" WGC - Dell Match Play",6144,2016-03-27,"WGC",NA,NA,2017-01-03
"Puerto Rico Open at Coco Beach",6145,2016-03-27,"PGA Tour",NA,NA,2017-01-03
"PGM LADA Langkawi Championship",6146,2016-03-27,"Asian Development Tour",NA,NA,2017-01-03
"Shell Houston Open",6147,2016-04-03,"PGA Tour",NA,NA,2017-01-03
"Brasil Champions presented by Embrase",6148,2016-04-03,"Web.com Tour",NA,NA,2017-01-03
"Masters Tournament ",6149,2016-04-10,"Major Championship",NA,NA,2017-01-03
"Servientrega Championship Presented by Efecty",6150,2016-04-10,"Web.com Tour",NA,NA,2017-01-03
"Charming Yeangder ADT",6151,2016-04-03,"Asian Development Tour",NA,NA,2017-01-03
"PGM Darul Aman Championship",6152,2016-04-10,"Asian Development Tour",NA,NA,2017-01-03
"RBC Heritage ",6153,2016-04-17,"PGA Tour",NA,NA,2017-01-03
"85 Abierto OSDE del Centro presentado por FiberCorp ",6154,2016-04-17,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Real Club Valderrama Open de España, Hosted by the Sergio Garcia Foundation",6155,2016-04-17,"European Tour",NA,NA,2017-01-03
"Token Homemate Cup",6156,2016-04-17,"Japan Golf Tour",NA,NA,2017-01-03
"ICTSI Manila Southwoods Championship",6157,2016-04-17,"Asian Development Tour",NA,NA,2017-01-03
"Golden Pilsener Zimbabwe Open",6158,2016-04-17,"Sunshine Tour",NA,NA,2017-01-03
"2016 Open Madaef",6159,2016-04-17,"ProGolf Tour",NA,NA,2017-01-03
"2016 Open Royal Golf Anfa Mohammedia",6160,2016-04-17,"ProGolf Tour",NA,NA,2017-01-03
"Valero Texas Open ",6161,2016-04-24,"PGA Tour",NA,NA,2017-01-03
"El Bosque Mexico Championship presented by INNOVA",6162,2016-04-24,"Web.com Tour",NA,NA,2017-01-03
"Guatemala Stella Artois Open ",6163,2016-04-24,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Shenzhen International",6164,2016-04-24,"European Tour",NA,NA,2017-01-03
"Red Sea Egyptian Challenge Presented by Hassan Allam Properties",6165,2016-04-24,"European Challenge Tour",NA,NA,2017-01-03
"Panasonic Open Golf Championship",6166,2016-04-24,"Asian Tour","Japan Golf Tour",NA,2017-01-03
"South Pacific Export Radler PNG Open ",6167,2016-04-24,"PGA Tour Australasia",NA,NA,2017-01-03
"ICTSI Sherwood Hills Classic",6168,2016-04-24,"Asian Development Tour",NA,NA,2017-01-03
"Zambia Sugar Open 2016",6169,2016-04-24,"Sunshine Tour",NA,NA,2017-01-03
"The 12th Dongbu Insurance Promi Open",6170,2016-04-24,"Korean Golf Tour",NA,NA,2017-01-03
"Zurich Classic of New Orleans",6171,2016-05-01,"PGA Tour",NA,NA,2017-01-03
"United Leasing & Finance Championship ",6172,2016-05-01,"Web.com Tour",NA,NA,2017-01-03
"Volvo China Open",6173,2016-05-01,"European Tour","OneAsia Tour",NA,2017-01-03
"Challenge de Madrid",6174,2016-05-01,"European Challenge Tour",NA,NA,2017-01-03
"The Crowns",6175,2016-05-01,"Japan Golf Tour",NA,NA,2017-01-03
"Nexus Risk TSA Group WA Open ",6176,2016-05-01,"PGA Tour Australasia",NA,NA,2017-01-03
"PGM Palm Resort Championship",6177,2016-05-01,"Asian Development Tour",NA,NA,2017-01-03
"Tunisian Golf Open",6178,2016-05-01,"Alps Golf Tour",NA,NA,2017-01-03
"Wells Fargo Championship ",6179,2016-05-08,"PGA Tour",NA,NA,2017-01-03
"Honduras Open presented by Indura Beach and Golf Resort ",6180,2016-05-08,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Trophée Hassan II",6181,2016-05-08,"European Tour",NA,NA,2017-01-03
"Turkish Airlines Challenge",6182,2016-05-08,"European Challenge Tour",NA,NA,2017-01-03
"Investec Royal Swazi Open",6183,2016-05-08,"Sunshine Tour",NA,NA,2017-01-03
"Gosser Open",6184,2016-05-08,"Alps Golf Tour",NA,NA,2017-01-03
"The 35th GS Caltax Maekyung Open",6185,2016-05-08,"Korean Golf Tour","OneAsia Tour",NA,2017-01-03
"Ypsilon CUP 2016 by CzechOne",6186,2016-05-08,"ProGolf Tour",NA,NA,2017-01-03
"Ras Al Khaimah Classic",6187,2016-05-08,"MENA Tour",NA,NA,2017-01-03
"Grundfos Masters",6188,2016-05-01,"Nordic Golf League",NA,NA,2017-01-03
"Kitchen Joy Championship by Visit Tonder",6189,2016-05-08,"Nordic Golf League",NA,NA,2017-01-03
"THE PLAYERS Championship ",6190,2016-05-15,"PGA Tour",NA,NA,2017-01-03
"Rex Hospital Open",6191,2016-05-15,"Web.com Tour",NA,NA,2017-01-03
"Casa de Campo Dominican Republic Open ",6192,2016-05-15,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Henan Open",6193,2016-05-15,"PGA Tour China",NA,NA,2017-01-03
"AfrAsia Bank Mauritius Open",6194,2016-05-15,"Sunshine Tour","Asian Tour","European Tour",2017-01-03
"Montecchia Open by Lyoness",6195,2016-05-15,"European Challenge Tour",NA,NA,2017-01-03
"TX Civil & Logistics WA PGA Championship",6196,2016-05-15,"PGA Tour Australasia",NA,NA,2017-01-03
"PGM Bukit Jawi Championship",6197,2016-05-15,"Asian Development Tour",NA,NA,2017-01-03
"Maeil Dairies Open 2016",6198,2016-05-15,"Korean Golf Tour",NA,NA,2017-01-03
"Mountain Creek Open by Golf Citizen",6199,2016-05-15,"MENA Tour",NA,NA,2017-01-03
"Kellers Park Masters - Presented by Vejle Kommune",6200,2016-05-15,"Nordic Golf League",NA,NA,2017-01-03
"AT&T Byron Nelson",6201,2016-05-22,"PGA Tour",NA,NA,2017-01-03
"BMW Charity Pro-Am Presented by SYNNEX Corporation ",6202,2016-05-22,"Web.com Tour",NA,NA,2017-01-03
"58 Abierto Mexicano de Golf ",6203,2016-05-22,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Dubai Duty Free Irish Open Hosted by the Rory Foundation",6204,2016-05-22,"European Tour",NA,NA,2017-01-03
"Kansai Open Golf Championship",6205,2016-05-22,"Japan Golf Tour",NA,NA,2017-01-03
"Ambassador ADT",6206,2016-05-22,"Asian Development Tour",NA,NA,2017-01-03
"PDC Golf Championship",6207,2016-05-22,"EuroPro Tour",NA,NA,2017-01-03
"SK telecom OPEN 2016",6208,2016-05-22,"Korean Golf Tour",NA,NA,2017-01-03
"Stora Hotellet Bryggan Fjällbacka Open",6209,2016-05-22,"Nordic Golf League",NA,NA,2017-01-03
"MahaSamutr Masters",6210,2016-05-22,"MENA Tour",NA,NA,2017-01-03
"2016 Haugschlag NÖ Open ",6211,2016-05-22,"ProGolf Tour",NA,NA,2017-01-03
"Lombard Insurance Classic",6212,2016-05-22,"Sunshine Tour",NA,NA,2017-01-03
"DEAN & DELUCA Invitational ",6213,2016-05-29,"PGA Tour",NA,NA,2017-01-03
"Freedom 55 Financial Open ",6214,2016-05-29,"PGA Tour Canada",NA,NA,2017-01-03
"Mazatlan Open ",6215,2016-05-29,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"United Investment Real Estate Open",6216,2016-05-29,"PGA Tour China",NA,NA,2017-01-03
"BMW PGA Championship",6217,2016-05-29,"European Tour",NA,NA,2017-01-03
"D+D REAL Czech Challenge",6218,2016-05-29,"European Challenge Tour",NA,NA,2017-01-03
"Gate Way To The Open Mizuno Open 2016",6219,2016-05-29,"Japan Golf Tour",NA,NA,2017-01-03
"PGM Port Dickson Championship",6220,2016-05-29,"Asian Development Tour",NA,NA,2017-01-03
"Vigevano Open",6221,2016-05-22,"Alps Golf Tour",NA,NA,2017-01-03
"IFX International Championship",6222,2016-05-29,"EuroPro Tour",NA,NA,2017-01-03
"Nefs Heritage 2016",6223,2016-05-29,"Korean Golf Tour",NA,NA,2017-01-03
"Trummenäs Open hosted by VisitKarlskrona",6224,2016-05-29,"Nordic Golf League",NA,NA,2017-01-03
"Adamstal Open 2016 powered by EURAM Bank AG",6225,2016-05-29,"ProGolf Tour",NA,NA,2017-01-03
"the Memorial Tournament presented by Nationwide",6227,2016-06-05,"PGA Tour",NA,NA,2017-01-03
"Corales Puntacana Resort and Club Championship",6228,2016-06-05,"Web.com Tour",NA,NA,2017-01-03
"Bayview Place Island Savings Open presented by Times Colonist ",6229,2016-06-05,"PGA Tour Canada",NA,NA,2017-01-03
"Cadillac Championship",6230,2016-06-05,"PGA Tour China",NA,NA,2017-01-03
"Nordea Masters",6231,2016-06-05,"European Tour",NA,NA,2017-01-03
"Swiss Challenge presented by Association Suisse de Golf",6232,2016-06-05,"European Challenge Tour",NA,NA,2017-01-03
"JGT Championship Mori Building Cup Shishido Hills",6233,2016-06-05,"Japan Golf Tour",NA,NA,2017-01-03
"PGM Penang Championship",6234,2016-06-05,"Asian Development Tour",NA,NA,2017-01-03
"KCM Zambia Open 2016",6235,2016-06-05,"Sunshine Tour",NA,NA,2017-01-03
"Open de St Francois Guadeloupe",6236,2016-06-05,"Alps Golf Tour",NA,NA,2017-01-03
"Jyske Bank PGA Championship - by Ejner Hessel",6237,2016-06-05,"Nordic Golf League",NA,NA,2017-01-03
"St. Pölten Pro Golf Tour 2016 presented by Diners Club",6238,2016-06-05,"ProGolf Tour",NA,NA,2017-01-03
"FedEx St. Jude Classic ",6239,2016-06-12,"PGA Tour",NA,NA,2017-01-03
"Rust-Oleum Championship ",6240,2016-06-12,"Web.com Tour",NA,NA,2017-01-03
"GolfBC Championship ",6241,2016-06-12,"PGA Tour Canada",NA,NA,2017-01-03
"Lanhai Open",6242,2016-06-12,"PGA Tour China",NA,NA,2017-01-03
"Lyoness Open powered by Sporthilfe Cashback Card",6243,2016-06-12,"European Tour",NA,NA,2017-01-03
"KPMG Trophy",6244,2016-06-12,"European Challenge Tour",NA,NA,2017-01-03
"Descente Korea Munsingwear Matchplay",6245,2016-06-12,"Korean Golf Tour",NA,NA,2017-01-03
"South to East Challenge",6246,2016-06-12,"MENA Tour",NA,NA,2017-01-03
"Osterlen PGA Open hosted by Ingelsta Kalkon",6247,2016-06-12,"Nordic Golf League",NA,NA,2017-01-03
"U.S. Open ",6248,2016-06-19,"Major Championship",NA,NA,2017-01-03
"Nashville Golf Open ",6249,2016-06-19,"Web.com Tour",NA,NA,2017-01-03
"Najeti Open",6251,2016-06-19,"European Challenge Tour",NA,NA,2017-01-03
"Queen’s Cup",6252,2016-06-19,"Asian Tour",NA,NA,2017-01-03
"Open La Pinetina",6253,2016-06-19,"Alps Golf Tour",NA,NA,2017-01-03
"NorthSide Charity Challenge",6254,2016-06-19,"Nordic Golf League",NA,NA,2017-01-03
"CEEVEE Leather Open 2016",6255,2016-06-19,"ProGolf Tour",NA,NA,2017-01-03
"Jo'burg City Masters",6256,2016-06-19,"MENA Tour",NA,NA,2017-01-03
"Air Capital Classic presented by Aetna ",6257,2016-06-26,"Web.com Tour",NA,NA,2017-01-03
"SIGA Dakota Dunes Open ",6258,2016-06-26,"PGA Tour Canada",NA,NA,2017-01-03
"Nanjing Open",6259,2016-06-26,"PGA Tour China",NA,NA,2017-01-03
"BMW International Open",6260,2016-06-26,"European Tour",NA,NA,2017-01-03
"SSE Scottish Hydro Challenge hosted by Macdonald Hotels and Resorts",6261,2016-06-26,"European Challenge Tour",NA,NA,2017-01-03
"ISPS HANDA Global Cup",6262,2016-06-26,"Japan Golf Tour",NA,NA,2017-01-03
"	Open Int. de la Mirabelle d'Or",6263,2016-06-26,"Alps Golf Tour",NA,NA,2017-01-03
"GRENKE Championship",6264,2016-06-26,"EuroPro Tour",NA,NA,2017-01-03
"Borre Open",6265,2016-06-26,"Nordic Golf League",NA,NA,2017-01-03
"The Roar",6266,2016-06-26,"MENA Tour",NA,NA,2017-01-03
"Quicken Loans National ",6267,2016-06-26,"PGA Tour",NA,NA,2017-01-03
"Barracuda Championship ",6268,2016-07-03,"PGA Tour",NA,NA,2017-01-03
"WGC - Bridgestone Invitational",6269,2016-07-03,"WGC",NA,NA,2017-01-03
"Ping An Private Bank Wanda Open",6270,2016-07-03,"PGA Tour China",NA,NA,2017-01-03
"100th Open de France",6271,2016-07-03,"European Tour",NA,NA,2017-01-03
"Made in Denmark Challenge – Presented by Ejner Hessel",6272,2016-07-03,"European Challenge Tour",NA,NA,2017-01-03
"Shigeo Nagashima Invitational SEGA SAMMY CUP",6273,2016-07-03,"Japan Golf Tour",NA,NA,2017-01-03
"Yeangder Tournament Players Championship",6274,2016-07-03,"Asian Tour",NA,NA,2017-01-03
"Open Frassanelle",6275,2016-07-03,"Alps Golf Tour",NA,NA,2017-01-03
"Dawson and Sanderson Classic",6276,2016-07-03,"EuroPro Tour",NA,NA,2017-01-03
"SM Match",6277,2016-07-03,"Nordic Golf League",NA,NA,2017-01-03
"LECOM Health Challenge ",6279,2016-07-10,"Web.com Tour",NA,NA,2017-01-03
"Players Cup ",6280,2016-07-10,"PGA Tour Canada",NA,NA,2017-01-03
"Aberdeen Asset Management Scottish Open",6281,2016-07-10,"European Tour",NA,NA,2017-01-03
"D+D REAL Slovakia Challenge",6282,2016-07-10,"European Challenge Tour",NA,NA,2017-01-03
"Japan PGA Championship Nissin Cupnoodle Cup",6283,2016-07-10,"Japan Golf Tour",NA,NA,2017-01-03
"Taifong Open",6284,2016-07-10,"Asian Development Tour",NA,NA,2017-01-03
"Saint-Malo Golf Open",6285,2016-07-10,"Alps Golf Tour",NA,NA,2017-01-03
"Eagle Orchid Scottish Masters",6286,2016-07-10,"EuroPro Tour",NA,NA,2017-01-03
"Kristianstad Åhus Open",6287,2016-07-10,"Nordic Golf League",NA,NA,2017-01-03
"KOSAIDO Düsseldorf Open",6288,2016-07-10,"ProGolf Tour",NA,NA,2017-01-03
"145th OPEN CHAMPIONSHIP",6289,2016-07-17,"Major Championship",NA,NA,2017-01-03
"Lincoln Land Charity Championship ",6290,2016-07-17,"Web.com Tour",NA,NA,2017-01-03
"Staal Foundation Open presented by Tbaytel",6291,2016-07-17,"PGA Tour Canada",NA,NA,2017-01-03
"Fred Olsen Challenge de España",6292,2016-07-17,"European Challenge Tour",NA,NA,2017-01-03
"The Motocaddy Masters",6293,2016-07-17,"EuroPro Tour",NA,NA,2017-01-03
"Sparkassen Open ",6294,2016-07-17,"ProGolf Tour",NA,NA,2017-01-03
"Barbasol Championship ",6295,2016-07-17,"PGA Tour",NA,NA,2017-01-03
"RBC Canadian Open",6296,2016-07-24,"PGA Tour",NA,NA,2017-01-03
"Utah Championship presented by Zions Bank ",6297,2016-07-24,"Web.com Tour",NA,NA,2017-01-03
"Le Vaudreuil Golf Challenge",6298,2016-07-24,"European Challenge Tour",NA,NA,2017-01-03
"Dunlop SRIXON Fukushima Open Golf Tournament",6299,2016-07-24,"Japan Golf Tour",NA,NA,2017-01-03
"Alps de Las Castillas",6300,2016-07-24,"Alps Golf Tour",NA,NA,2017-01-03
"PGA Championship ",6301,2016-07-31,"Major Championship",NA,NA,2017-01-03
"Ellie Mae Classic at TPC Stonebrae ",6302,2016-07-31,"Web.com Tour",NA,NA,2017-01-03
"Syncrude Oil Country Championship presented by AECON",6303,2016-07-31,"PGA Tour Canada",NA,NA,2017-01-03
"Tayto Northern Ireland Open in Partnership with Ulster Bank",6304,2016-07-31,"European Challenge Tour",NA,NA,2017-01-03
"King’s Cup",6305,2016-07-31,"Asian Tour",NA,NA,2017-01-03
"The Lookers Championship",6306,2016-07-31,"EuroPro Tour",NA,NA,2017-01-03
"Vodacom Origins of Golf Tour - Wild Coast Sun ",6307,2016-07-31,"Sunshine Tour",NA,NA,2017-01-03
"LOTOS Polish Open",6308,2016-07-31,"ProGolf Tour",NA,NA,2017-01-03
"Travelers Championship ",6309,2016-08-07,"PGA Tour",NA,NA,2017-01-03
"Digital Ally Open",6310,2016-08-07,"Web.com Tour",NA,NA,2017-01-03
"ATB Financial Classic ",6311,2016-08-07,"PGA Tour Canada",NA,NA,2017-01-03
"Aberdeen Asset Management Paul Lawrie Match Play",6312,2016-08-07,"European Tour",NA,NA,2017-01-03
"Swedish Challenge hosted by Robert Karlsson",6313,2016-08-07,"European Challenge Tour",NA,NA,2017-01-03
"Aboitiz Invitational",6314,2016-08-07,"Asian Development Tour",NA,NA,2017-01-03
"Sun City Challenge",6315,2016-08-07,"Sunshine Tour",NA,NA,2017-01-03
"World Snooker Golf Masters",6316,2016-08-07,"EuroPro Tour",NA,NA,2017-01-03
"Made in Denmark",6317,2016-08-07,"Nordic Golf League",NA,NA,2017-01-03
"Gut Bissenmoor Classic",6318,2016-08-07,"ProGolf Tour",NA,NA,2017-01-03
"Olympic Golf Competition ",6319,2016-08-14,"European Tour","Rio 2016","PGA Tour",2017-01-03
"John Deere Classic ",6320,2016-08-14,"PGA Tour",NA,NA,2017-01-03
"Price Cutter Charity Championship presented by Dr Pepper",6321,2016-08-14,"Web.com Tour",NA,NA,2017-01-03
"Vierumäki Finnish Challenge",6322,2016-08-14,"European Challenge Tour",NA,NA,2017-01-03
"Northern Territory PGA Championship ",6323,2016-08-14,"PGA Tour Australasia",NA,NA,2017-01-03
"The Pentahotels Championship",6324,2016-08-14,"EuroPro Tour",NA,NA,2017-01-03
"Isaberg Open hosted by Patrik Sjöland",6325,2016-08-14,"Nordic Golf League",NA,NA,2017-01-03
"Wyndham Championship ",6326,2016-08-21,"PGA Tour",NA,NA,2017-01-03
"News Sentinel Open presented by Pilot",6327,2016-08-21,"Web.com Tour",NA,NA,2017-01-03
"National Capital Open to Support Our Troops",6328,2016-08-21,"PGA Tour Canada",NA,NA,2017-01-03
"D+D REAL Czech Masters",6329,2016-08-21,"European Tour",NA,NA,2017-01-03
"Rolex Trophy",6330,2016-08-21,"European Challenge Tour",NA,NA,2017-01-03
"Vodacom Origins of Golf - Arabella",6331,2016-08-21,"Sunshine Tour",NA,NA,2017-01-03
"The Matchroom Sport Championship",6332,2016-08-21,"EuroPro Tour",NA,NA,2017-01-03
"Norwegian Open",6333,2016-08-21,"Nordic Golf League",NA,NA,2017-01-03
"The Barclays ",6334,2016-08-28,"PGA Tour",NA,NA,2017-01-03
"WinCo Foods Portland Open presented by Kraft Heinz",6335,2016-08-28,"Web.com Tour",NA,NA,2017-01-03
"Made In Denmark",6336,2016-08-28,"European Tour",NA,NA,2017-01-03
"Bridgestone Challenge",6337,2016-08-28,"European Challenge Tour",NA,NA,2017-01-03
"RIZAP KBC Augusta",6338,2016-08-28,"Japan Golf Tour",NA,NA,2017-01-03
"Ciputra Golfpreneur Tournament presented by Panasonic",6339,2016-08-28,"Asian Development Tour",NA,NA,2017-01-03
"Sun Wild Coast Sun Challenge",6340,2016-08-28,"Sunshine Tour",NA,NA,2017-01-03
"The 59th KPGA Championship with A-ONE CC",6341,2016-08-28,"Korean Golf Tour",NA,NA,2017-01-03
"FORE Business Championship",6342,2016-08-28,"EuroPro Tour",NA,NA,2017-01-03
"Landeryd Masters by Porsche Linköping",6343,2016-08-28,"Nordic Golf League",NA,NA,2017-01-03
"Open Castello di Tolcinasco",6344,2016-08-28,"Alps Golf Tour",NA,NA,2017-01-03
"Preis des Hardenberg GolfResort 2016",6345,2016-08-28,"ProGolf Tour",NA,NA,2017-01-03
"PGM MNRB Sarawak Championship",6346,2016-08-21,"Asian Development Tour",NA,NA,2017-01-03
"Deutsche Bank Championship",6347,2016-09-04,"PGA Tour",NA,NA,2017-01-03
"Cape Breton Open",6348,2016-09-04,"PGA Tour Canada",NA,NA,2017-01-03
"Flor de Cana Open presented by The Mortgage Store ",6349,2016-09-04,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Yulongwan Yunnan Open",6350,2016-09-04,"PGA Tour China",NA,NA,2017-01-03
"Omega European Masters",6351,2016-09-04,"Asian Tour","European Tour",NA,2017-01-03
"Cordon Golf Open",6352,2016-09-04,"European Challenge Tour",NA,NA,2017-01-03
"Fujisankei Classic",6353,2016-09-04,"Japan Golf Tour",NA,NA,2017-01-03
"NS HomeShopping GunsanCC Jeonbuk Open",6354,2016-09-04,"Korean Golf Tour",NA,NA,2017-01-03
"The COBRA PUMA GOLF Championship",6355,2016-09-04,"EuroPro Tour",NA,NA,2017-01-03
"Ålandsbanken Finnish Open",6356,2016-09-04,"Nordic Golf League",NA,NA,2017-01-03
"BMW Championship",6357,2016-09-11,"PGA Tour",NA,NA,2017-01-03
"DAP Championship ",6358,2016-09-11,"Web.com Tour",NA,NA,2017-01-03
"Niagara Championship ",6359,2016-09-11,"PGA Tour Canada",NA,NA,2017-01-03
"San Luis Championship ",6360,2016-09-11,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"KLM Open",6362,2016-09-11,"European Tour",NA,NA,2017-01-03
"Volopa Irish Challenge hosted by Mount Wolseley Hotel Spa and Golf Resort",6363,2016-09-11,"European Challenge Tour",NA,NA,2017-01-03
"Vodacom Origins of Golf - Sishen",6364,2016-09-11,"Sunshine Tour",NA,NA,2017-01-03
"PGM MIDF KLGCC Championship",6365,2016-09-11,"Asian Development Tour",NA,NA,2017-01-03
"Kolon The 59th Korea Open",6366,2016-09-11,"Korean Golf Tour","OneAsia Tour",NA,2017-01-03
"Citadelle Trophy Int.- Preisch",6367,2016-09-11,"Alps Golf Tour",NA,NA,2017-01-03
"The Glenfarclas Open",6368,2016-09-11,"EuroPro Tour",NA,NA,2017-01-03
"Willis Towers Watson Masters",6369,2016-09-11,"Nordic Golf League",NA,NA,2017-01-03
"Dubai Creek Open",6370,2016-09-11,"MENA Tour",NA,NA,2017-01-03
"Albertsons Boise Open presented by Kraft Nabisco",6371,2016-09-18,"Web.com Tour",NA,NA,2017-01-03
"Freedom 55 Financial Championship",6372,2016-09-18,"PGA Tour Canada",NA,NA,2017-01-03
"Ecuador Open",6373,2016-09-18,"PGA Tour Latinoamerica",NA,NA,2017-01-03
"Pingan Bank Open",6374,2016-09-18,"PGA Tour China",NA,NA,2017-01-03
"Italian Open",6375,2016-09-18,"European Tour",NA,NA,2017-01-03
"ANA Open Golf Tournament",6376,2016-09-18,"Japan Golf Tour",NA,NA,2017-01-03
"Alps Costa del Sol",6377,2016-09-18,"Alps Golf Tour",NA,NA,2017-01-03
"Star for Life Challenge",6378,2016-09-18,"Nordic Golf League",NA,NA,2017-01-03
