"Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Event_Date"
78,"Daniel Berger","17606",-0.601617718846078,0.485305063026543,2.8173317274944,79,-1,-0.739618636108945,0.138000917262867,76.8521785137189,208,-0.365224767850394,0.446113751079136,1,"USA",92,"PGA Tour","PGA Tour",-0.780928795776454,0.39257122884682,7.51321546493961e-09,2.8129546396649,2.77521838033467,2016-02-09
79,"Kevin Streelman","8480",-0.592920470532115,0.465920027004766,2.76352412931613,118,-39,-0.47149091532492,-0.121429555207195,80.2938454772644,369,-0.509316908272402,0.367944273816838,1,"USA",87,"PGA Tour","PGA Tour",-0.757068613091105,0.39106801571334,9.45470521474427e-09,2.6866761235822,2.72396478350003,2016-02-09
80,"Brendon Todd","12425",-0.589143014168875,0.461418970266555,2.82543227110618,76,4,-0.765799996764187,0.176656982595312,84.5521151113535,358,-0.505365880628428,0.37252957576024,1,"USA",96,"PGA Tour","PGA Tour",-0.745061172617838,0.389407014993677,9.81580177822464e-09,2.83850565610791,2.78750068206025,2016-02-09
81,"Matthew Fitzpatrick","17646",-0.589092900378692,0.489524488280771,2.83041287831368,78,3,-0.740296097964187,0.151203197585495,87.0657852853042,190,0.28720832563623,0.532568777337473,1,"ENG",105,"European Tour","European Tour",-0.780532984935271,0.390111737112596,6.08333429395966e-09,2.83763368996404,2.7877594654305,2016-02-09
82,"Rafael Cabrera Bello","7457",-0.587695798786567,0.458215258678605,2.87923981510364,130,-48,-0.409671189424387,-0.17802460936218,90.8251791181778,397,0.0773689201259826,0.387104589606905,1,"ESP",101,"European Tour","European Tour",-0.75704111260909,0.3887024968154,7.69100204077817e-09,2.95972203033647,2.84254475595234,2016-02-09
83,"Brian Harman","8825",-0.581645291330488,0.455244860019632,2.8671420047867,80,3,-0.72876491476989,0.147119623439402,93.1520585586849,413,-0.469930653978087,0.390394077561824,1,"USA",100,"PGA Tour","PGA Tour",-0.724412163146892,0.386341001758942,1.02863812136328e-08,2.9304825038829,2.830769399481,2016-02-09
84,"Chad Campbell","6248",-0.575757671288028,0.465955198012752,2.66840324900714,89,-5,-0.602429858066048,0.0266721867780203,86.4420342883614,357,-0.327155067440177,0.411032213131426,1,"USA",101,"PGA Tour","PGA Tour",-0.735431030205029,0.38846294300053,1.04643322074431e-08,2.46431018093441,2.62740587895299,2016-02-09
85,"Chris Kirk","12423",-0.568967136025592,0.465654201281192,2.87296142551286,84,1,-0.642863950115728,0.0738968140901362,77.663059164099,375,-0.664506329513857,0.345556076907482,1,"USA",74,"PGA Tour","PGA Tour",-0.730358838361735,0.392409927781668,1.5809758334896e-08,2.96079793783339,2.83497328335102,2016-02-09
86,"K.J. Choi","1804",-0.564986941624589,0.479073523089457,2.64974627404761,128,-42,-0.41323318718333,-0.151753754441259,69.818235641824,341,-0.289131222837268,0.353028007701603,1,"KOR",72,"PGA Tour","PGA Tour",-0.761771541684046,0.395791646608428,1.31883514085331e-08,2.36901983693343,2.60607825598232,2016-02-09
87,"Brendon de Jonge","8767",-0.562856797486217,0.440731870753479,2.69714393408617,73,14,-0.795024580224763,0.232167782738546,103.827337861431,489,-0.387813504161104,0.358840759244437,1,"ZIM",107,"PGA Tour","PGA Tour",-0.693077370101543,0.38341019708106,1.28550323341788e-08,2.56219311270952,2.6608909822238,2016-02-09
88,"Ross Fisher","9396",-0.558143263502382,0.464881814064464,2.80448335102902,87,1,-0.620116195062209,0.0619729315598267,84.0379679634582,364,-0.027003025800835,0.382497767366494,1,"ENG",85,"European Tour","European Tour",-0.733696685580514,0.391026246412958,1.33851371399413e-08,2.78714805921021,2.76568468288616,2016-02-09
89,"John Senden","5207",-0.557977474965411,0.457794479987746,2.62368627564165,74,15,-0.778617966173359,0.220640491207948,91.0693618559727,393,-0.232451184837438,0.391588677119531,1,"AUS",95,"PGA Tour","PGA Tour",-0.712458192239998,0.387351059926197,1.3457969016445e-08,2.3731087481745,2.58343838461131,2016-02-09
90,"Nick Watney","7955",-0.546847730796274,0.47255039064393,2.74875878574527,75,15,-0.771126389212975,0.224278658416701,73.391782046531,364,-0.474224755242991,0.350229996975776,1,"USA",87,"PGA Tour","PGA Tour",-0.724781175719168,0.393944047075523,1.95016310754077e-08,2.64176555900104,2.70783511139694,2016-02-09
91,"Patrick Rodgers","16283",-0.544867109705176,0.525087033775428,2.78609243923017,88,3,-0.605514525299151,0.0606474155939749,61.7390217803597,145,-0.122300237537852,0.502540741474186,1,"USA",83,"PGA Tour","PGA Tour",-0.776778304314747,0.400688888238679,1.58967104802025e-08,2.71039262367376,2.73616422878753,2016-02-09
92,"Stewart Cink","5665",-0.541906586284087,0.472866064939485,2.66176203730828,82,10,-0.684451002249062,0.142544415964975,77.0793127099198,328,-0.387171460355098,0.382403945002398,1,"USA",83,"PGA Tour","PGA Tour",-0.715109666407271,0.392259720309957,1.95626100616345e-08,2.42460510763457,2.61942261345591,2016-02-09
93,"Ben Martin","14007",-0.512333646794833,0.470002114617778,2.83845028278692,93,0,-0.588148262252029,0.0758146154571959,77.7252335798161,344,-0.441812821350804,0.371228883909044,1,"USA",84,"PGA Tour","PGA Tour",-0.679734648938139,0.392120291390399,3.24627180704679e-08,2.87216203451238,2.79926740775295,2016-02-09
94,"Soren Kjeldsen","6149",-0.506935966823479,0.457340908849007,2.82849237187164,106,-12,-0.521489803218658,0.014553836395179,98.8876318939902,390,0.104753345762331,0.424411752857646,1,"DEN",112,"European Tour","European Tour",-0.661327208270008,0.386451903025638,2.68151196515207e-08,2.83927219197524,2.79127361446871,2016-02-09
95,"Freddie Jacobson","3846",-0.504179075688683,0.501615362626206,2.73960497531398,101,-6,-0.534919599648128,0.0307405239594454,59.0202128413258,288,-0.404167209753753,0.351140019666877,1,"SWE",59,"PGA Tour","PGA Tour",-0.725457952972605,0.402624107823306,3.86384617180693e-08,2.58279493178571,2.69329119271246,2016-02-09
96,"Chez Reavie","7961",-0.498991203320388,0.504622218075174,2.76080527715735,107,-11,-0.521141068558586,0.0221498652381982,68.5866134803895,263,-0.203439443061265,0.474377002765254,1,"USA",85,"PGA Tour","PGA Tour",-0.700493973749087,0.396385740787954,3.38041564577691e-08,2.65443038755038,2.71429589311939,2016-02-09
97,"John Huh","14606",-0.493008305797575,0.459381381447686,2.69470830808847,148,-51,-0.324492748243262,-0.168515557554313,88.0462199002518,396,-0.387859743488898,0.384162243155984,1,"USA",100,"PGA Tour","PGA Tour",-0.642107688167837,0.387979923438031,4.02812408489244e-08,2.53152396248709,2.65526300242749,2016-02-09
98,"George Coetzee","10884",-0.485937020701172,0.481294653992612,2.79319881005838,125,-27,-0.436718093249086,-0.0492189274520859,70.216879366075,323,0.188898925368581,0.363334174676191,1,"RSA",70,"Sunshine Tour","European Tour",-0.698697894815138,0.396977337157159,3.63457326059439e-08,2.75374710508956,2.75142055101536,2016-02-09
99,"Jason Kokrak","12337",-0.473823052871904,0.48174198252454,2.78460414216161,102,-3,-0.534545581646318,0.0607225287744142,69.942600787185,323,-0.37544587077743,0.368778333135761,1,"USA",80,"PGA Tour","PGA Tour",-0.660181044750033,0.395666482800531,5.67830088003419e-08,2.73047632873495,2.74261643158807,2016-02-09
100,"Vijay Singh","653",-0.466102451630658,0.480480538380821,2.68723692224078,94,6,-0.584840557956571,0.118738106325913,67.2103607615033,341,-0.3167515899761,0.334732864526771,1,"FIJ",84,"PGA Tour","PGA Tour",-0.661992734407394,0.397245559211317,6.24543394998557e-08,2.46244701137033,2.64393281467048,2016-02-09
101,"Jamie Lovemark","11382",-0.458621683767092,0.466483372833074,2.95167177778773,122,-21,-0.4425167611717,-0.0161049225953923,89.9427727687241,341,0.209214712837872,0.432660035549917,0,"USA",109,"Web.com Tour","Web.com Tour",-0.628985967675455,0.387883540984982,4.83839395153699e-08,3.12500381374345,2.91457707852423,2016-02-09
102,"Hudson Swafford","14706",-0.457529907260907,0.462572044431923,2.70118409303311,115,-13,-0.479474319239608,0.0219444119787006,87.0867255284999,364,-0.283198111086469,0.396088581265838,1,"USA",100,"PGA Tour","PGA Tour",-0.610660351917247,0.388307599418639,6.51723225729442e-08,2.54412818091953,2.66128213614513,2016-02-09
103,"Gregory Bourdy","7932",-0.447612133122147,0.45846378287421,2.61137954456367,110,-7,-0.504696771580528,0.0570846384583809,97.0138851188869,382,0.253523829442073,0.420923166601796,1,"FRA",104,"European Tour","European Tour",-0.607437174559525,0.387090342980195,6.2094250292546e-08,2.35841991767437,2.57081973027247,2016-02-09
104,"Anthony Wall","5931",-0.443070369677664,0.491974208498534,2.66265164948899,91,13,-0.59464857073741,0.151578201059746,69.5894597754683,260,0.267589179311206,0.412577639345999,1,"ENG",82,"European Tour","European Tour",-0.660145110197745,0.397695590764456,6.63227806145156e-08,2.39669715556273,2.61680629483703,2016-02-09
105,"Tommy Fleetwood","12294",-0.441602208758569,0.455237036856219,2.79342853295993,100,5,-0.537309824136425,0.0957076153778558,96.238083879799,399,0.0109558404778261,0.399666569905491,1,"ENG",96,"European Tour","European Tour",-0.59162451926435,0.387075610304696,7.78605394517047e-08,2.76335536671536,2.75608457944037,2016-02-09
106,"James Hahn","11374",-0.423374096190249,0.470081346176312,2.88400817524059,120,-14,-0.449316916383708,0.0259428201934587,80.565638325444,350,-0.484378951184817,0.393602531335207,1,"USA",88,"PGA Tour","PGA Tour",-0.57748850445489,0.390771031133944,1.256765606676e-07,2.98167087574436,2.84543962909629,2016-02-09
107,"Jaco Van Zyl","7105",-0.422521374502255,0.489355494497424,2.93615759566302,104,3,-0.532515789087572,0.109994414585317,72.8110037569452,298,0.386388583115648,0.427762299334743,1,"RSA",98,"European Tour","European Tour",-0.635556611773354,0.396142841455556,8.32412293955501e-08,3.12425263439692,2.89509112578082,2016-02-09
108,"David Hearn","7340",-0.421672190417959,0.458355631910731,2.77877551649359,85,23,-0.641918252290249,0.22024606187229,85.6119448075756,394,-0.433868805911119,0.363020889681964,1,"CAN",98,"PGA Tour","PGA Tour",-0.568721322386769,0.388826981661313,1.23042476761771e-07,2.72823622462127,2.74071222235388,2016-02-09
109,"Pat Perez","6762",-0.411373918424279,0.470837444416202,2.73046084311456,99,10,-0.541720260482894,0.130346342058615,78.7620090033052,340,-0.4550744186181,0.384564179185152,1,"USA",91,"PGA Tour","PGA Tour",-0.569616168831589,0.391475450429099,1.4768560628416e-07,2.60130982265723,2.68955916772945,2016-02-09
110,"Smylie Kaufman","18631",-0.410458937399623,0.551171063063903,2.78743856078478,139,-29,-0.366524524490317,-0.0439344129093064,64.5906573272914,103,0.099957989862747,0.656763915742187,0,"USA",99,"Web.com Tour","Web.com Tour",-0.63834231746636,0.399372608572408,1.01740851967383e-07,2.70107154030601,2.73240264042306,2016-02-09
111,"Ricardo Gouveia","18722",-0.398987580342331,0.529709171363957,2.65649261136277,105,6,-0.523272947244836,0.124285366902505,69.4385384353193,132,0.989171901185181,0.597651707083181,0,"POR",96,"European Challenge Tour","European Challenge Tour",-0.661885329996657,0.398376003360627,6.81421279416835e-08,2.35993105658666,2.60314448081505,2016-02-09
112,"Chris Stroud","9604",-0.390363591593504,0.468021522383971,2.72940091318187,108,4,-0.514089381124344,0.12372578953084,77.1293313180303,360,-0.324901484119711,0.356383866168254,1,"USA",90,"PGA Tour","PGA Tour",-0.55640210581495,0.392195685593185,1.86736884626482e-07,2.59798596702326,2.68897474875898,2016-02-09
113,"Martin Laird","9586",-0.388713898584094,0.482056267824668,2.71255555138999,154,-41,-0.300170477492179,-0.0885434210919148,72.300743509013,321,-0.398664142047731,0.391879608339759,1,"SCO",80,"PGA Tour","PGA Tour",-0.562281605448998,0.394503868616982,2.0309028446552e-07,2.54114261594834,2.66937808750046,2016-02-09
114,"Alejandro Canizares","11509",-0.383989481925975,0.477770630463149,2.72751139887357,171,-57,-0.246523914322579,-0.137465567603396,78.7189237898668,343,0.143151112903911,0.414238809731084,1,"ESP",82,"European Tour","European Tour",-0.568058650571903,0.393405620252059,1.73518104189197e-07,2.59087985231117,2.68534051018714,2016-02-09
115,"Jim Herman","12846",-0.380628789928177,0.46697335319472,2.73757578226604,112,3,-0.489620983762252,0.108992193834075,83.2347537739208,367,-0.296223797706786,0.395385592465995,1,"USA",93,"PGA Tour","PGA Tour",-0.535355514652393,0.389698318648892,2.08637829705668e-07,2.62485418307123,2.69745380888266,2016-02-09
116,"Fabian Gomez","8571",-0.372688990951719,0.466586376974025,2.85675203610756,109,7,-0.513232310758874,0.140543319807155,83.5824574229524,352,-0.0632401726162865,0.394595709891717,1,"ARG",92,"PGA Tour","PGA Tour",-0.536458188911475,0.389815273597348,2.07217859154823e-07,2.91248991480551,2.81839126961232,2016-02-09
117,"Adam Hadwin","13965",-0.372674327589661,0.466418161196452,2.78102455875054,167,-50,-0.262223588888885,-0.110450738700776,83.3208507898393,349,-0.15813173289471,0.392685785308776,1,"CAN",92,"PGA Tour","Web.com Tour",-0.532767228545843,0.389721448381165,2.16568840892467e-07,2.73008489205515,2.74163303439387,2016-02-09
118,"Bradley Dredge","6150",-0.365661651641095,0.526334879908872,2.77313375780772,189,-71,-0.15069585423207,-0.214965797409025,57.8533659167874,210,0.376139996869417,0.45436566461397,1,"WAL",68,"European Tour","European Tour",-0.625059995520705,0.405261543509171,1.85356451941564e-07,2.66851422850649,2.72272702136737,2016-02-09
119,"Colt Knost","12149",-0.365447127433246,0.468892727319759,2.84315623865432,174,-55,-0.225490904333842,-0.139956223099404,82.4409835254143,340,-0.223831567662273,0.400167086412417,1,"USA",88,"PGA Tour","PGA Tour",-0.523924104643737,0.390077882881246,2.50783631226933e-07,2.87986511317706,2.80422484969833,2016-02-09
120,"Sangmoon Bae","10081",-0.354901447543218,0.475342734081566,2.77673567102522,116,4,-0.47780095177604,0.122899504232822,66.0851773516239,365,-0.50099097053539,0.294235685722492,1,"KOR",74,"PGA Tour","PGA Tour",-0.53797034234819,0.398056843306589,3.59901739741468e-07,2.71094354770469,2.73574674849478,2016-02-09
121,"Alex Cejka","4425",-0.341252005533379,0.470263540746632,2.73839797234046,126,-5,-0.430131115449654,0.0888791099162746,79.4972858494691,332,-0.185633109336363,0.386424821317297,1,"GER",94,"PGA Tour","PGA Tour",-0.505561316749076,0.391294788256043,3.50312107025444e-07,2.6220843066469,2.69771674887538,2016-02-09
122,"David Howell","5718",-0.339681391990502,0.457171258906922,2.7573789069646,97,25,-0.555235527775732,0.21555413578523,97.562102686097,395,0.170168725680453,0.416940850142457,1,"ENG",107,"European Tour","European Tour",-0.488983185856466,0.386807335980115,3.21497591939999e-07,2.68292866625816,2.71921548918116,2016-02-09
123,"Yoshinori Fujimoto","11773",-0.329925003998313,0.4665312390848,2.66837417040187,111,12,-0.49722510345456,0.167300099456247,90.9123417365236,360,0.924766273466907,0.426329880485988,0,"JPN",95,"Japan Golf Tour","Japan Golf Tour",-0.521711692066568,0.390552856547492,2.6726664977221e-07,2.47203143943407,2.62727412277932,2016-02-09
124,"Jeff Overton","10498",-0.325185997359962,0.469651114859182,2.75212197299932,135,-11,-0.382129711906815,0.0569437145468534,79.721830713177,365,-0.350828108125535,0.385674213131535,1,"USA",92,"PGA Tour","PGA Tour",-0.480690132272659,0.390969143917899,4.78404652237813e-07,2.65658058118874,2.71175278824918,2016-02-09
125,"K.T. Kim","7880",-0.310407797332631,0.458896876791032,2.64161774301528,98,27,-0.549105989681812,0.238698192349181,95.6049961161061,399,0.967094253282114,0.411153176394886,0,"KOR",104,"Japan Golf Tour","Japan Golf Tour",-0.49378145000543,0.388657375307137,3.42521833000734e-07,2.42277096707769,2.60145304718048,2016-02-09
126,"Peter Hanson","6850",-0.305381433553973,0.524066022184419,2.71888141643292,164,-38,-0.272021078690715,-0.0333603548632582,54.8756683151404,265,0.131024718708083,0.402857719962089,1,"SWE",60,"European Tour","European Tour",-0.557100789498407,0.407142425998113,5.10159881571799e-07,2.49583614206603,2.66789635499884,2016-02-09
127,"Martin Flores","10535",-0.300657353392494,0.467076127482897,2.66894299996134,146,-19,-0.33019671217748,0.0295393587849863,77.6070519046616,370,-0.114868729576917,0.355324898518231,1,"USA",88,"PGA Tour","PGA Tour",-0.46918232232469,0.391884155009073,5.92468066155183e-07,2.44660954872246,2.62775505482878,2016-02-09
128,"George McNeill","6419",-0.297961475997796,0.47521588713353,2.86834552307803,96,32,-0.582878021305521,0.284916545307725,75.465504520422,328,-0.314781068327506,0.382022985925111,1,"USA",93,"PGA Tour","PGA Tour",-0.46212996646198,0.393026224835575,7.00583646482188e-07,2.94864333663834,2.82870569348911,2016-02-09
129,"Kristoffer Broberg","15603",-0.297079819022278,0.464523165498331,2.77428571828481,134,-5,-0.389486740678203,0.092406921655925,89.7405138567263,328,0.242058197432305,0.415073618825896,1,"SWE",100,"European Tour","European Tour",-0.458968921000972,0.389319962015898,5.72375498185703e-07,2.71605088060575,2.73511964553554,2016-02-09
130,"Bryce Molder","7292",-0.293425789499264,0.478939246054474,2.91080868883919,172,-42,-0.24651227034787,-0.0469135191513938,73.4187575084104,322,-0.408071639827237,0.385005838441517,1,"USA",90,"PGA Tour","PGA Tour",-0.457536633710718,0.393955688739484,7.89937204099459e-07,3.06087936004381,2.87113643382033,2016-02-09
131,"Spencer Levin","8199",-0.292383918697808,0.478183186712751,2.74471146843425,114,17,-0.483402980006032,0.191019061308224,80.3542934290852,283,-0.329172384033635,0.435710894077502,1,"USA",101,"PGA Tour","PGA Tour",-0.44546346094872,0.390854415214123,7.57042525491304e-07,2.63509356551609,2.70273599985269,2016-02-09
132,"Morgan Hoffmann","14082",-0.291708922384177,0.471835168005417,2.87587053538221,121,11,-0.446073363648027,0.15436444126385,75.8432665305504,329,-0.458335836749132,0.366585400607731,1,"USA",88,"PGA Tour","PGA Tour",-0.448251136448186,0.392885286550874,8.3221928621299e-07,2.96866573479822,2.83690022921372,2016-02-09
133,"Hideto Tanihara","7046",-0.289271812449136,0.471719469689607,2.53655727109137,133,0,-0.393716859216669,0.104445046767533,85.4098485252206,345,0.822212355883507,0.422723556085301,0,"JPN",89,"Japan Golf Tour","Japan Golf Tour",-0.484370732729852,0.392121492664075,4.92099865688349e-07,2.14534093436391,2.49230887560957,2016-02-09
134,"Zac Blair","17639",-0.288502259825241,0.47909220975777,2.76577282144405,127,7,-0.421154074990715,0.132651815165474,85.2314169219123,212,-0.166949456993782,0.47323551614426,1,"USA",104,"PGA Tour","PGA Tour",-0.440101262193213,0.389070757589785,7.23225439505186e-07,2.6888301882594,2.72396217932408,2016-02-09
135,"Tyrrell Hatton","14796",-0.287463870248102,0.471319767418929,2.74585039555374,163,-28,-0.276350325609561,-0.0111135446385407,86.7855181153136,304,0.169816313638213,0.435037762741564,1,"ENG",91,"European Tour","European Tour",-0.451189185687713,0.390189054219483,6.72171004779677e-07,2.64559675595523,2.70509742368049,2016-02-09
136,"Kiradech Aphibarnrat","12321",-0.284227404644357,0.459088458930916,2.94668651310574,95,41,-0.583746334975864,0.299518930331507,99.669385959774,382,0.348771133944195,0.438906205024433,1,"THA",105,"European Tour","Asian Tour",-0.435496325342794,0.386027545123063,6.28802830357404e-07,3.0961271578119,2.91070424354583,2016-02-09
137,"David Toms","4340",-0.278854424154771,0.541165933481823,2.74143107131213,129,8,-0.411844968983381,0.13299054482861,45.6494700821587,222,-0.28418205273544,0.328637827652999,1,"USA",48,"PGA Tour","PGA Tour",-0.550569080744236,0.414842010936677,8.94699019350403e-07,2.53000273099269,2.68748651181625,2016-02-09
138,"Alexander Noren","10419",-0.277704132598717,0.550102774604034,2.78790921658591,136,2,-0.379028239047682,0.101324106448965,50.8039258033893,213,-0.0406419190232143,0.464370179500239,1,"SWE",66,"European Tour","European Tour",-0.536942310906651,0.411093488080632,8.42981183345474e-07,2.69483859073976,2.7330980109205,2016-02-09
139,"Carl Pettersson","7048",-0.273882272577317,0.461911071910855,2.6305699152829,113,26,-0.485682674081952,0.211800401504635,80.6087606875997,380,-0.406911976156301,0.348677308552876,1,"SWE",93,"PGA Tour","PGA Tour",-0.422226128661343,0.390732560564541,1.01762559442451e-06,2.36100436179539,2.58969809839635,2016-02-09
140,"Richard Bland","6516",-0.273825828363991,0.462052680702302,2.69868204951293,161,-21,-0.280622560611883,0.00679673224789151,91.955664172286,357,0.353567499911782,0.413919199086559,1,"ENG",97,"European Tour","European Tour",-0.435420271905424,0.388637065614257,7.47854200785958e-07,2.54481896809744,2.65883285007146,2016-02-09
